Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced," 2,768 "," 8,416 ", 3 ,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,No
46,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married," 9,071 "," 11,563 ", 2 ,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,No
31,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced," 10,648 "," 14,394 ", 1 ,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,No
33,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married," 13,610 "," 24,619 ", 7 ,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Yes
33,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced," 3,408 "," 6,705 ", 7 ,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Yes
30,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single," 2,983 "," 18,398 ", -   ,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,No
35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married," 7,632 "," 14,295 ", 4 ,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,No
31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married," 9,824 "," 22,908 ", 3 ,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Yes
34,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced," 9,950 "," 11,533 ", 9 ,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,Yes
42,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married," 2,093 "," 9,260 ", 4 ,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,No
36,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single," 9,980 "," 15,318 ", 1 ,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,No
22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single," 3,894 "," 9,129 ", 5 ,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Yes
48,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married," 4,051 "," 19,658 ", 2 ,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,No
55,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single," 16,835 "," 9,873 ", 3 ,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,No
41,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single," 6,230 "," 13,430 ", 7 ,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,No
35,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married," 4,717 "," 18,659 ", 9 ,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,No
40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single," 13,237 "," 20,364 ", 7 ,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,No
39,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married," 3,755 "," 17,872 ", 1 ,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,No
31,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single," 6,582 "," 8,346 ", 4 ,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,No
42,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married," 7,406 "," 6,950 ", 1 ,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,No
45,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married," 4,805 "," 16,177 ", -   ,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,No
26,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced," 2,741 "," 22,808 ", -   ,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Yes
29,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced," 4,262 "," 22,645 ", 4 ,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,No
33,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced," 16,184 "," 22,578 ", 4 ,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,No
31,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced," 11,557 "," 25,291 ", 9 ,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,No
18,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single," 1,878 "," 8,059 ", 1 ,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Yes
40,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced," 10,932 "," 11,373 ", 3 ,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,No
41,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single," 6,811 "," 2,112 ", 2 ,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,No
26,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced," 4,306 "," 4,267 ", 5 ,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,No
35,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single," 4,859 "," 6,698 ", 1 ,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,No
34,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single," 5,337 "," 19,921 ", 1 ,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,No
26,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single," 2,340 "," 23,213 ", 1 ,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Yes
37,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single," 7,491 "," 23,848 ", 4 ,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,No
46,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married," 10,527 "," 8,984 ", 5 ,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,No
41,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married," 16,595 "," 5,626 ", 7 ,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,No
37,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced," 8,834 "," 24,666 ", 1 ,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,No
52,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced," 5,577 "," 22,087 ", 3 ,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,No
32,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married," 4,707 "," 23,914 ", 8 ,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Yes
24,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married," 2,400 "," 5,530 ", -   ,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,No
38,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married," 9,824 "," 22,174 ", 3 ,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,No
37,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married," 6,447 "," 15,701 ", 6 ,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,No
49,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced," 19,502 "," 2,125 ", 1 ,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,No
24,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married," 2,725 "," 21,630 ", 1 ,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,No
26,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married," 6,272 "," 7,428 ", 1 ,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,No
24,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married," 2,127 "," 9,100 ", 1 ,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,No
50,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married," 18,200 "," 7,999 ", 1 ,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,No
25,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married," 2,096 "," 26,376 ", 1 ,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,No
24,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married," 2,886 "," 14,168 ", 1 ,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,Yes
30,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married," 2,033 "," 14,470 ", 1 ,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Yes
34,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married," 3,622 "," 22,794 ", 1 ,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,No
31,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced," 4,233 "," 11,512 ", 2 ,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Yes
35,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single," 3,681 "," 14,004 ", 4 ,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,No
31,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced," 5,460 "," 6,219 ", 4 ,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,No
27,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced," 2,187 "," 5,013 ", -   ,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,No
37,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married," 9,602 "," 3,010 ", 4 ,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,No
20,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single," 2,836 "," 11,757 ", 1 ,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,No
42,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married," 4,089 "," 5,718 ", 1 ,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,No
43,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced," 16,627 "," 2,671 ", 4 ,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,No
38,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single," 2,619 "," 14,561 ", 3 ,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,No
43,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced," 5,679 "," 19,627 ", 3 ,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,No
48,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married," 15,402 "," 17,997 ", 7 ,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,No
44,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single," 5,985 "," 26,894 ", 4 ,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,No
34,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced," 2,579 "," 2,912 ", 1 ,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,No
27,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced," 3,041 "," 16,346 ", -   ,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Yes
21,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single," 3,447 "," 24,444 ", 1 ,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,No
44,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married," 19,513 "," 9,358 ", 4 ,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,No
22,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married," 2,773 "," 12,145 ", -   ,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,No
33,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced," 7,104 "," 20,431 ", -   ,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,No
32,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married," 6,322 "," 18,089 ", 1 ,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,No
30,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced," 2,083 "," 22,653 ", 1 ,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,No
53,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single," 8,381 "," 7,507 ", 7 ,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,No
34,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married," 2,691 "," 7,660 ", 1 ,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,No
45,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married," 4,286 "," 5,630 ", 2 ,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Yes
26,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married," 2,659 "," 17,759 ", 1 ,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,No
37,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married," 9,434 "," 9,606 ", 1 ,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,No
29,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married," 5,561 "," 3,487 ", 1 ,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,No
35,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single," 6,646 "," 19,368 ", 1 ,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,No
33,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced," 7,725 "," 5,335 ", 3 ,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,No
54,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married," 10,725 "," 6,729 ", 2 ,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,No
36,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced," 8,847 "," 13,934 ", 2 ,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,No
27,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single," 2,045 "," 15,174 ", -   ,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,No
20,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single," 1,009 "," 26,999 ", 1 ,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Yes
33,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single," 3,348 "," 3,164 ", 1 ,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Yes
35,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married," 1,281 "," 16,900 ", 1 ,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,No
23,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married," 2,819 "," 8,544 ", 2 ,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,No
25,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married," 4,851 "," 15,678 ", -   ,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,No
38,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single," 4,028 "," 7,791 ", -   ,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,No
29,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced," 2,720 "," 18,959 ", 1 ,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,No
48,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married," 8,120 "," 18,597 ", 3 ,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,No
27,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced," 4,647 "," 16,673 ", 1 ,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,No
37,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single," 4,680 "," 15,232 ", 3 ,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,No
50,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married," 3,221 "," 3,297 ", 1 ,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,No
34,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single," 8,621 "," 17,654 ", 1 ,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,No
24,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single," 4,577 "," 24,785 ", 9 ,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Yes
39,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single," 4,553 "," 20,978 ", 1 ,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,No
32,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single," 5,396 "," 21,703 ", 1 ,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,No
50,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married," 6,796 "," 23,452 ", 3 ,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Yes
38,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single," 7,625 "," 19,383 ", -   ,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,No
27,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married," 7,412 "," 6,009 ", 1 ,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,No
32,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single," 11,159 "," 19,373 ", 3 ,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,No
47,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single," 4,960 "," 11,825 ", 2 ,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,No
40,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married," 10,475 "," 23,772 ", 5 ,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,No
53,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married," 14,814 "," 13,514 ", 3 ,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,No
41,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced," 19,141 "," 8,861 ", 3 ,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,No
60,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single," 5,405 "," 11,924 ", 8 ,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,No
27,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced," 8,793 "," 4,809 ", 1 ,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,No
41,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,5,Manager,3,Married," 19,189 "," 19,562 ", 1 ,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,No
50,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married," 3,875 "," 9,983 ", 7 ,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,No
28,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single," 2,216 "," 3,872 ", 7 ,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Yes
36,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married," 11,713 "," 20,335 ", 9 ,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,No
38,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single," 7,861 "," 15,397 ", 4 ,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,No
44,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single," 3,708 "," 2,104 ", 2 ,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,No
47,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced," 13,770 "," 10,225 ", 9 ,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,No
30,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced," 5,304 "," 25,275 ", 7 ,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,No
29,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single," 2,642 "," 2,755 ", 1 ,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,No
42,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced," 2,759 "," 20,366 ", 6 ,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,Yes
43,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married," 6,804 "," 23,683 ", 3 ,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,No
34,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single," 6,142 "," 7,360 ", 3 ,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,No
23,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married," 2,500 "," 4,344 ", 1 ,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,No
39,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married," 6,389 "," 18,767 ", 9 ,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,No
56,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,81,3,4,Healthcare Representative,4,Married," 11,103 "," 20,420 ", 7 ,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,No
40,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,86,2,1,Research Scientist,4,Single," 2,342 "," 22,929 ", -   ,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,No
27,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single," 6,811 "," 23,398 ", 8 ,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,No
29,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced," 2,297 "," 17,967 ", 1 ,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,No
53,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single," 2,450 "," 10,919 ", 2 ,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,No
35,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced," 5,093 "," 4,761 ", 2 ,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,No
32,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married," 5,309 "," 21,146 ", 1 ,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,No
38,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married," 3,057 "," 20,471 ", 6 ,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,No
